Title,Performer,Start,End,Recurrence Label,Date Label,Time Label,Doors,Venue,Venue URL,Type,Price,Description,Booking URL,Image URL,Tag,Published
The Mulligan's Magic Show,Brenton Keith & His Bag O' Tricks,,,Normally every Thursday,,6:30 PM,Close-up tableside magic begins before the stage show.,"Mulligans on the Blue, Maui",https://www.mulligansontheblue.com,Ticketed,,"High-energy comedy magic, audience participation, surprises, and family-friendly laughs in Wailea. Check with the venue for current seating and admission details.",https://www.mulligansontheblue.com,https://rainingentertainment.com/media/magic/magic-brent-live-show-maui.webp,Recurring Show,TRUE
